,product_name,categories,destatis_category
179098,Speisequark Magerstufe,"Milchprodukte,Käse,Frischkäse,Quark,Magerquark",Quark
179099,Speisequark 20% Fett i. Tr.,"Milchprodukte,Käse,Frischkäse,Quark,Halbfettquark",Quark
179100,Speisequark 40% Fett i. Tr.,"Milchprodukte,Käse,Frischkäse,Quark,Quark Fettstufe",Quark
179102,Fettarmer Joghurt mild,Joghurt,Joghurt
179104,Cottage Cheese,"Produits laitiers,Fromages,Fromages à pâte fraîche",Frischkäse
179106,Hirtenkäse,"Milchprodukte,Käse",Weichkäse
179108,Emmentaler am Stück,"Milchprodukte,Käse,Cooked pressed cheeses,Kuhmilchkäse,Emmentaler",Hartkäse
179113,Körniger frischkäse,Frischkäse,Frischkäse
179117,Caffè Espresso,"Boissons,Boissons chaudes,Boissons non sucrées,Espressos,Getränke,Kaffees,Ungezuckerte Getränke",Bohnenkaffee
179122,Pfefferminztee,Kräutertees,Früchtetee oder Kräutertee
179123,Ceylon-Assam Schwarzer Tee,"Tee,Schwarztees",Schwarzer Tee oder grüner Tee
179127,Weizenmehl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Mehle,Cereal flours,Getreide und Getreideprodukte,Getreide und Kartoffeln,Mehle,Pflanzliche Lebensmittel,Pflanzliche Lebensmittel und Getränke,Weizenmehle,Weizenmehle Type 405",Weizenmehl
179129,Zarte Haferflocken,Haferflocken,Haferflocken
179131,Semmel Knödel,Fertiggerichte,Brötchen zum Fertigbacken
179133,Sultaninen,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Aliments à base de plantes séchés,Fruits secs,Raisins secs,Raisins secs Sultanines",Trockenfrüchte
179140,Spaghetti,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Pâtes sèches,Spaghetti,Spaghettis au blé dur",Nudeln
179141,,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Nouilles",Nudeln
179144,Choco nussa,"Breakfasts,Spreads,Sweet spreads,Pâtes à tartiner,Chocolate spreads,Pâtes à tartiner",Brotaufstrich auf Nougatbasis
179145,Choco Duo,Nougatcremes,Brotaufstrich auf Nougatbasis
179155,Sauce tomate bolognaise,"Groceries,Sauces,Pasta sauces,Tomato sauces,Bolognese sauce","Soßenpulver, Soßenbinder oder Ähnliches"
179161,Haltbare Vollmilch,"Milchprodukte,Milch,Homogenisierte Milch,H-Milch,Vollmilch",Vollmilch
179162,Haltbare fettarme Milch,,Teilentrahmte Milch
179166,"Champignons I. Wahl, ganze Köpfe",Champignons de Paris entiers en conserve,Champignons oder andere Pilze
179168,Cogumelos laminados,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms,Champignon mushrooms,Sliced champignon mushrooms",Champignons oder andere Pilze
179169,Purée de tomates,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Tomates et dérivés,Concentrés de tomates",Tomaten
179170,Tomates pelées en morceaux,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:fruits-and-vegetables-based-foods, en:canned-foods, en:vegetables-based-foods, en:canned-plant-based-foods, en:canned-vegetables, en:tomatoes-and-tomato-products, en:canned-tomatoes, en:peeled-tomatoes",Tomaten
179172,Erbsen mit Möhren sehr fein,,"Gemüseprodukt, vegetarisch oder vegan"
179178,Schwarzwurzeln,,"Gemüseprodukt, vegetarisch oder vegan"
179179,Maiskölbchen,,"Gemüseprodukt, vegetarisch oder vegan"
179189,Cornichons,Pickled gherkins,Gurkenkonserve
179192,Rote Bete in Scheiben,Beet,"Gemüseprodukt, vegetarisch oder vegan"
179196,Christkindl Glühwein,Glühwein,Fertiggericht aus Fleisch oder Fisch
179203,Echter Übersee Rum Edel,Rum,Kein passendes Kategorie.
179207,Kondensmilch,Kondensmilch,Vollmilch
179213,Gaufrettes roulées au chocolat au lait,"Süßwaren,Biscuits and cakes,Kekse,Waffeln,Chocolate biscuits,Wafers",Kekse
179217,Soft-Biscuit,"Snacks sucrés,Biscuits et gâteaux,Biscuits",Kekse
179222,Studentenfutter Classic,Studentenfutter,"Erdnüsse, Studentenfutter oder Ähnliches"
179231,Dark chocolate 50% cocoa,en:Dark chocolates,Schokoladentafel
179232,Choco Softies,Schaumküsse,Kekse
179234,Roggenvollkornbrot,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Brote",Körnerbrot oder Vollkornbrot
179235,Knäckebrot Wholegrain Rye Crispbread,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Salty snacks,Appetizers,Breads,Crackers",Knäckebrot oder Zwieback
179240,4 Croissants,,Hefegebäck
179243,Minikuchen,"Süßwaren,Biscuits and cakes,Desserts,Cakes","Kuchen, Torte oder Tortenboden, frisch"
179251,Jus d'orange,"Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus et nectars de fruits,Jus de fruits,Jus de fruits à base de concentré,Jus d'orange,Jus d'orange à base de concentré",Orangensaft oder ähnlicher Fruchtsaft
179254,Apfel direkt gepresst,"Getränke,Pflanzliche Getränke,Fruchtgetränke,Säfte und Nektare,Fruchtsäfte und -Nektare,Fruchtsaft,Apfelsaft",Apfelsaft oder ähnlicher Fruchtsaft
179259,Premium Grape Juice,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Grape juices",Apfelsaft oder ähnlicher Fruchtsaft
179260,Tomaten mark 3-fach konzentriert,Tomatenmark,Tomaten
179272,Schnittlauch,Frischkäse,Frischkäse
179279,Pfirsich,Instant Teegetränk,Früchtetee oder Kräutertee
179291,Frischkäse Kräuter,"Milchprodukte,Käse,Frischkäse",Frischkäse
179295,Frischkäse,Frischkäse,Frischkäse
179315,Käseaufschnitt,"Dairies,Käse",Schnittkäse
179323,Katenschinken,Schinken,Gekochter Schinken oder anderes gegartes Fleisch
179325,Salami,"Fleisch,Prepared meats,fr:Saucissons,Salami","Salami, Zervelatwurst oder andere Dauerwurst"
179326,Jambon cuit sans couenne,"Fleisch,Prepared meats,Schinken,White hams,Fleisch,Schinken",Gekochter Schinken oder anderes gegartes Fleisch
179331,Lyoner,Wurst,Wurstaufschnitt
179334,Bockwurst,"Meats,Prepared meats,Sausages",Bratwurst
179337,Flakers Miel et Cacahouète,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Corn-flakes,Céréales au miel","Cornflakes, Müsli oder Ähnliches"
179338,Reine Butter Milch,"Milchprodukte,Buttermilch",Buttermilch oder anderes Milchgetränk
179342,6 Frische Eier aus Freilandhaltung Güteklasse A,"Farming products,Vogeleier,Eier,Eier aus Freilandhaltung,Frische Eier",Eier
179347,VitaDor Magarine,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Produits à tartiner,Produits à tartiner salés,Pâtes à tartiner végétaux,Matières grasses,Spreadable fats,Matières grasses végétales,Streichfette,Margarines",Margarine oder Pflanzenfett
179353,Käse-Aufschnitt,Käse,Schnittkäse
179380,Joghurt mild Stracciatella,,Joghurt
179386,Rosen Paprika scharf,Gewürze,Gewürze
179419,Tiramisu (2 Pots),"Fresh foods,Milchprodukte,Desserts,Dairy desserts,Tiramisu,Cuisine italienne,Desserts italiens,Desserts pâtissiers,Desserts pâtissiers au mascarpone",Fertigdessert
179454,Dark chocolate 74% cocoa,"Snacks sucrés,Chocolats,Chocolats noirs,Chocolats noirs extra fin,tablette chocolat,cacao",Schokoladentafel
179474,Sauce Tomate,"Groceries,Saucen,Tomatensaucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
179480,Feines in Aspik,"Fleisch,Prepared meats,Würste",Feinkostsalat auf Fleischbasis
179504,Emmentaler gerieben,"Milchprodukte,Käse,Emmentaler,Grated Emmentaler",Hartkäse
179506,Camembert,Käse,Weichkäse
179551,Suppennudeln,Nudeln,Nudeln
179600,Weißkrautsalat in mildem Essig- und Öl-Dressing,"Weißkrautsalat,Salate",Verzehrfertige Salate
179603,Thym,Gewürze,Gewürze
179608,Thai Jasmin,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:cereals-and-potatoes, en:cereals-and-their-products, en:seeds, en:cereal-grains, en:rices, en:aromatic-rices, en:indica-rices, en:long-grain-rices, en:jasmine-rice, en:white-rices, en:white-jasmine-rices",Reis
179637,"Lait entier (3,6 % MG)","Milchprodukte,Milch,Homogenisierte Milch,H-Milch,Vollmilch",Vollmilch
179650,Kondensmilch,Kondensmilch,Vollmilch
179652,Hähnchenfleisch in Aspik,Wurst,Feinkostsalat auf Fleischbasis
179654,Kaisergemüse,Frozen vegetable mixes,Buttergemüse oder anderes tiefgefrorenes Gemüse
179661,Crème Entière liquide,"Dairies,Creams,Sour creams,Crèmes entières,Crèmes fraîches liquides,Milchprodukte,Rahm,Sauerrahm",Sahne
179666,Kaffeesahne,,Sahne
179719,Suppennudeln,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln,Eiernudeln",Nudeln
179726,Jodsalz fein,"Groceries,Condiments,Salze,Feine Salze,Table salts",Speisesalz
179769,Hähnchen-Minutenschnitzel,Hähnchen,Frisches Geflügelfleisch
179778,Kap-Seehecht Rosmarin & Olive,la:Merluccius capensis,Tiefgefrorenes Fischfilet
179783,Mélange de fruits secs,"en:plant-based-foods-and-beverages, en:plant-based-foods, en:salty-snacks, en:nuts-and-their-products, en:nuts","Erdnüsse, Studentenfutter oder Ähnliches"
179787,Kondensmilch,Kondensmilch,Vollmilch
179788,Sahnejoghurt griechischer Art,"produits-laitiers,yaourts,yaourts-a-la-grecque",Joghurt
179789,Gouda jung,"Dairies,Käse,Cheeses of the Netherlands,fr:Fromages à pâte pressée non cuite,fr:Fromages de vache Prim'Holstein,Goudas,fr:Goudas jaunes",Hartkäse
179808,Original Schwäbische Eierspätzle,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln,Eiernudeln",Nudeln
179809,Tilsiter,,Hartkäse
179814,Camembert,Camembert,Weichkäse
179819,Würzige Remoulade,"Groceries,Saucen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
179821,Feiner Brotaufstrich mit Hühnerfleisch und Mandarinen,,Feinkostsalat auf Fleischbasis
179824,Amandes de Californie décortiquées,Amandes décortiquées,"Süße Mandeln, Kokosraspeln oder Ähnliches"
179829,Bami Goreng,"Meals,Fertiggerichte",Nudelfertiggericht
179831,Erdnüsse,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Légumineuses,Fruits à coques et dérivés,Fruits à coques,Cacahuètes,Cacahuètes salées","Erdnüsse, Studentenfutter oder Ähnliches"
179834,Weichkäse mit grünem Pfeffer,Käse,Weichkäse
179840,Camembert zart schmelzend,Camembert,Weichkäse
179848,Erdbeere-Kirsche,Tees,Früchtetee oder Kräutertee
179850,Firone,"Sugary snacks,Biscuits and cakes,Kekse",Kekse
179851,Mandelkerne naturbelassen,Mandeln,"Süße Mandeln, Kokosraspeln oder Ähnliches"
179853,Flüssigsüßstoff,en:Sweeteners,Süßstoff
179884,Puda Kakao,,Kakaopulver oder Ähnliches
179886,Thunfisch in eigenem Saft,Thunfischkonserve,Fischkonserve
179888,Kräuterbaguette,Baguettes,Brötchen zum Fertigbacken
179896,"Prinzessbohnen, fein","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Gartenbohnen","Hülsenfrüchte, Spargel, Radieschen oder Ähnliches"
179912,Reine Buttermilch,Buttermilch,Buttermilch oder anderes Milchgetränk
179928,Tortelloni Fleisch,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Meals,Pastas,Stuffed Pastas,Tortelloni",Nudeln
179941,Préparation pour Pain Ciabatta,"Backmischung,Préparation pour pain",Backmischung für Kuchen
179944,Süßrahm Butter,Süßrahmbutter,Butter
179946,Weichkäse in Salzlake,"Milchprodukte,Käse,Weichkäse",Weichkäse
179955,Schoko Drink,,Kakaopulver oder Ähnliches
179957,Pasta-Sauce Carbonara,"Groceries,Sauces,Nudelsoßen",Nudelsauce
179958,Hähnchenschnitzel,"Huhn,Hähnchenschnitzel",Frisches Geflügelfleisch
179961,Müsli Schoko,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frühstücke,Getreide und Kartoffeln,Getreide und Getreideprodukte,Frühstückscerealien,Flakes,Frühstücksflocken,Mixed cereal flakes,Müslis,Müslis mit Schokolade","Cornflakes, Müsli oder Ähnliches"
179972,Frische Bio-Vollmilch,Milchprodukt,Vollmilch
179973,Schupfnudeln,,Nudeln
179980,Frikadellen mini,Frikadellen,Fertiggericht aus Fleisch oder Fisch
179991,feine Eierplätzchen,,Kekse
179993,"Milbona Haltbare fettarme Milch 1,5%","Milchprodukte,Milch,Homogenisierte Milch,Teilentrahmte Milch,H-Milch",Teilentrahmte Milch
180004,Bio-Apfel-Birnenmark,Pear applesauces,Apfelmus oder andere Kernobstkonserve
180005,Bio-Apfel-Mangomark,Mango applesauces,Apfelmus oder andere Kernobstkonserve
180026,Knoblauchsauce pikant-cremig,"Groceries,Sauces","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
180027,Frischkäsezubereitung mit frischem Schnittlauch,Frischkäse,Frischkäse
180029,Minirolle,"Dairies,Käse,Frischkäse",Frischkäse
180030,Emmentaler in Scheiben,"Milchprodukte,Käse,Cooked pressed cheeses,Kuhmilchkäse,Emmentaler",Hartkäse
180031,Schwarzer Johannisbeer-Nektar,en:Fruit nectars,Apfelsaft oder ähnlicher Fruchtsaft
180062,Boisson lactée à base de yaourt aromatisée pêche fruit de la passion,"Produits laitiers,Yaourts,Yaourts aux fruits,Yaourts à boire",Joghurt
180069,Frische Vollmilch,"Vollmilch,länger haltbare Frischmilch",Vollmilch
180073,Kräuter Dressing,"Groceries,Saucen,Salatsoßen","Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
180080,Haselnuss Alpenvollmilch,Milchschokoladen,Schokoladentafel
180087,nulacta,"Frühstücke,Spreads,Sweet spreads,fr:Pâtes à tartiner,Nougatcremes",Brotaufstrich auf Nougatbasis
180091,Fleischwurst geräuchert,Würste,Fleischwurst
180093,Schoko & Keks Milchcreme,"Sugary snacks,Biscuits and cakes,Kekse,Schokoladen",Kekse
180094,Schoko & Keks Cappuccino,Schokoladen,Kekse
180107,Crefée mit feinen Kräutern,"Milchprodukte,Käse,Frischkäse",Frischkäse
180108,Crefée Knoblauch,,Gewürze
180109,Crefée mit Paprika & Chili,"Milchprodukte,Käse,Frischkäse",Frischkäse
180111,Frische fettarme Milch,"Dairies,Milch,Teilentrahmte Milch,Länger haltbare Frischmilch",Teilentrahmte Milch
180118,Sonneblumenvollkornbrot,Brote,Körnerbrot oder Vollkornbrot
180120,Tortilla cheese,"Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips",Salzgebäck
180122,Edel-Bitter-Schokolade Ecuador 70% Kakao,"Süßwaren,Schokoladen,Bitterschokoladen",Schokoladentafel
180123,Edel-Zartbitter-Schokolade Venezuela 56% Kakao,en:Dark chocolates,Schokoladentafel
180124,Edel-Bitter-Schokolade Trinidad 75% Kakao,en:Dark chocolates,Schokoladentafel
180126,Penne Gorgonzola,Fertiggerichte,Nudelfertiggericht
180127,Thunfisch in Sonnenblumenöl,"Thunfische in Sonnenblumenöl,Thunfischkonserve",Fischkonserve
180137,Geflügel Salami ,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
180146,"Fromage râpé (25,8% MG)","Produits laitiers,Fromages,Fromages râpés",Schnittkäse
180152,Spanischer Serrano Schinken ,Schinken,"Roher Schinken, Schinkenspeck oder Bauchspeck"
180155,Hähnchen-Minutenschnitzel,Chicken breasts,Frisches Geflügelfleisch
180201,zarte Heringsfilets in Tomatensauce,"Fisch und Meeresfrüchte,Fisch,Heringe,Canned herrings",Fischkonserve
180209,Himalaya-Salz,"Groceries,Condiments,Salze",Speisesalz
180219,Coconut milk,"Pflanzliche Lebensmittel und Getränke,Getränke,Pflanzliche Getränke,Milchersatz,Pflanzenmilch,Kokosmilch,Ungezuckerte Getränke,Leches-de-coco,Leches-de-coco-para-cocinar","Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
180220,Chow Mein Noodles,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles",Nudeln
180254,"Salsa Dip, Medium Salsa Dip",Saucen,"Grillsoße, Sojasoße, Salatdressing oder Ähnliches"
180263,Blumenkohl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fresh foods,Frucht- und gemüsebasierte Lebensmittel,Fresh plant-based foods,Gemüsebasierte Lebensmittel,Fresh vegetables,Blattgemüse,Blumenkohl","Blumenkohl, Wirsing oder anderer Kohl"
180267,Fettarmer Joghurt Vanille,"Dairies,Joghurt",Joghurt
180285,Studentenfutter Exotic,en:Salty snacks,"Erdnüsse, Studentenfutter oder Ähnliches"
180294,Schinkenfleischwurst,"Fleischwurst,Schinkenfleischwurst",Fleischwurst
180316,10 frische Bio Eier,"Farming products,Vogeleier,Eier,Frische Eier,Eier aus ökologischer Erzeugung",Eier
180326,Bio Weizen Mehl Type 550,Weizenmehle Type 550,Weizenmehl
180328,Bio Fusille,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Getreide und Kartoffeln,Getreide und Getreideprodukte,Nudeln",Nudeln
180344,Dornfelder Rosé,"Getränke,Alkoholische Getränke,Weine,Wines from Germany",Weintrauben
180350,Bio Fruit Infusion,"Alimentos y bebidas de origen vegetal,Bebidas,Alimentos de origen vegetal,Bebidas para tomar calientes,Plantas para infusiones,Infusiones con frutas,Non-sugared beverages,Plantas para infusiones en bolsitas",Früchtetee oder Kräutertee
180365,Schlagsahne,Schlagsahne,Sahne
180366,Macadamia geröstet & gesalzen,Nuts,"Erdnüsse, Studentenfutter oder Ähnliches"
180368,Schinkenwürstchen,,Wurstaufschnitt
180369,Tortenguss ungezuckert klar,"Tortenguss klar,Tortenguss,Tortenguss ungezuckert","Tortenguss, Gelatine oder Ähnliches"
180397,Orange,Orangensaft,Orangensaft oder ähnlicher Fruchtsaft
180406,Gratin de Pommes de Terre & Brocolis Express,"Meals,Gratins,Fertiggerichte,Vegetable gratins,Gratins de pomme de terre",Fertiggericht aus Fleisch oder Fisch
180415,Erbsen mit Möhren sehr fein,,"Gemüseprodukt, vegetarisch oder vegan"
180423,Bio-Veggie-Burger,"Sandwiches,Veggie burgers","Sandwich, Wrap oder Ähnliches"
180435,Camembert finesse & caractère,"Produits laitiers,Fromages,Fromages de vache,Fromages à pâte molle à croûte fleurie,Camemberts,Fromages pasteurisés",Weichkäse
180441,Apfelsaft,Apfelsaft,Apfelsaft oder ähnlicher Fruchtsaft
180451,Bio-Sonnenblumenkerne,Sonnenblumenkerne,"Erdnüsse, Studentenfutter oder Ähnliches"
180459,Feine junge Brechbohnen,Gartenbohnen,"Hülsenfrüchte, Spargel, Radieschen oder Ähnliches"
180461,Pfeffer-Salami,Salami,"Salami, Zervelatwurst oder andere Dauerwurst"
180462,Bayas y guindas,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Congelados,Frutas y sus productos,Alimentos de origen vegetal congelados,Frutas congeladas,Frutas del bosque congeladas,Mezclas de frutas congeladas,Mezclas de frutas del bosque congeladas",Tiefgefrorenes Obst
180463,Gefrorene Erdbeeren,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Frozen fruits,Frozen berries,Frozen strawberries",Tiefgefrorenes Obst
180464,Gefrorene Himbeeren,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Surgelés,Fruits et produits dérivés,Aliments à base de plantes surgelés,Fruits surgelés,Fruits rouges surgelés,Framboises surgelées",Tiefgefrorenes Obst
180470,Chocolat Croustillant noisette,"Süßwaren,Schokoladen",Schokoladentafel
180476,Körniger Frischkäse light,Hüttenkäse,Frischkäse
180490,Joghurt mild,"Dairies,Joghurt",Joghurt
180491,Kokosnussmilch,Kokosnussmilch,"Sojamilch, Reismilch o.Ä., ohne Kokosmilch"
180493,Tortellini Käse-Sahne,"Meals,Fertiggerichte,Tortellini",Nudelfertiggericht
180502,Crema,"Beverages,Hot beverages,Coffees,Coffee capsules,Non-sugared beverages,Senseo-compatible coffee capsules",Kaffeepads oder Kaffeekapseln
180510,20 Mini-Frühlingsrollen mit Gemüse,Fertiggerichte,Fertiggericht aus Fleisch oder Fisch
180525,Bio-Vital Gebäck mit Kürbiskernen,,Kekse
180526,Delikatess heißgeräucherter Bauch,Bacon,"Roher Schinken, Schinkenspeck oder Bauchspeck"
180532,Bio Kaisergemüse,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Surgelés,Aliments à base de plantes surgelés,Légumes surgelés","Gemüseprodukt, vegetarisch oder vegan"
